First Name,Last Name,Phone,Country,College,Enrollment Status,Counsellor,Fee Currency,Fee Amount,Fee Paid,Balance Due,Fee Payment Status,Student ID,Deadline Date
Mutua,Nkosi,+260203545381,Zambia,Sharda University,Pending,Manan,USD,937.5,651.9875,285.51250000000005,Payment Due,EDO6517,2025-04-29
Emmanuel,Bekele,+237520616112,Cameroon,Sharda University,Deferred,Mayank,USD,562.5,0.0,562.5,Payment Due,EDO3109,2024-09-04
Joy,Diallo,,Malawi,Chitkara University,Inactive,Abdul,USD,3000.0,0.0,3000.0,Payment Due,EDO4832,2026-11-01
Aisha,Appiah,+264318757872,Namibia,Srm University,On Hold,Priya,USD,1000.0,49.0,951.0,Payment Due,EDO9702,2025-03-23
Omondi,,+234822163982,Nigeria,Amity Noida,Dropped,Not Found,USD,750.0,252.0,498.0,Payment Due,EDO1166,2026-05-23
Omondi,Asante,863932533,South Africa,Srm Chennai,Pending,Abdul,USD,1000.0,61.0,939.0,Payment Due,EDO1092,2024-10-23
Nkechi,Owusu,+251992779117,Ethiopia,Lpu,Pending,Akshay,USD,3000.0,0.0,3000.0,Payment Due,EDO1542,2025-06-21
Abena,Camara,+254319955630,Kenya,,Enrolled,Abdul,USD,562.5,0.0,562.5,Payment Due,EDO4247,2024-09-27
Femi,Kebede,+233571070722,Ghana,Sharda University,Active,Not Assigned,USD,1500.0,920.0,580.0,Payment Due,EDO3944,2025-04-23
Wanjiru,Sithole,+254360206969,Kenya,Amity University,Enrolled,Priya,USD,1500.0,59.0,1441.0,Payment Due,EDO5266,2024-08-22
Femi,Okeke,869277266,Nigeria,,In Progress,Not Found,USD,750.0,432.0,318.0,Payment Due,EDO4291,2026-04-28
Fatima,Kariuki,+251478092929,Ethiopia,Chitkara University,Waitlisted,Unknown,USD,1000.0,1000.0,0.0,No Payment Due,EDO2490,2024-01-12
Amara,Alemu,+250897884021,Rwanda,Amity Noida,Dropped,Vivek,USD,3000.0,1543.0,1457.0,Payment Due,EDO9095,2025-08-06
Wanjiru,Kebede,+267900302769,Botswana,Lovely Professional University,Active,Not Found,USD,2000.0,2000.0,0.0,No Payment Due,EDO5910,2024-07-12
Tunde,Okafor,+265060030890,Malawi,Amity University,Dropped,Not Assigned,USD,2500.0,0.0,2500.0,Payment Due,EDO8234,2024-08-24
Nia,Kariuki,237269194484,Cameroon,Srm Chennai,Pending,Akshay,USD,1000.0,405.0,595.0,Payment Due,EDO4023,2026-01-03
Yusuf,Balde,+263631425939,Zimbabwe,Lovely Professional University,Active,Mayank,USD,750.0,750.0,0.0,No Payment Due,EDO9454,2025-03-12
Kamau,Njoroge,+251728616072,Ethiopia,Upes,Pending,Unknown,USD,562.5,364.35,198.14999999999998,Payment Due,EDO7975,2024-04-18
Ruth,Uche,+234863663889,Nigeria,Manipal University,Deferred,Vivek,USD,2500.0,101.0,2399.0,Payment Due,EDO7530,2024-02-21
Mutua,Owusu,,Tanzania,Srm University,Dropped,Vivek,USD,750.0,42.6625,707.3375,Payment Due,EDO8145,2025-05-02
Adaeze,Mbewe,+260247185824,Zambia,Upes,Enrolled,Abdul,USD,750.0,89.0,661.0,Payment Due,EDO8246,2026-07-21
Daniel,Wanjiru,+260942151808,Zambia,Upes,Enrolled,Priya,USD,937.5,576.4,361.1,Payment Due,EDO6401,2026-03-01
Ngozi,Barry,,Botswana,Vit University,Enrolled,Mayank,USD,750.0,425.0,325.0,Payment Due,EDO4575,2025-08-26
Isaac,Mabaso,+251615514353,Ethiopia,Sharda University,Enrolled,Manan,USD,2500.0,2500.0,0.0,No Payment Due,EDO7805,2026-02-09
Kamau,Achieng,,Uganda,Amity Noida,Dropped,Vivek,USD,1500.0,0.0,1500.0,Payment Due,EDO3843,2025-02-01
Rutendo,Banda,+27545383694,South Africa,Srm University,Pending,Akshay,USD,1500.0,1500.0,0.0,No Payment Due,EDO3331,2024-04-01
Mwangi,Haile,+255103552675,Tanzania,Sharda University,Enrolled,Vivek,USD,2000.0,423.0,1577.0,Payment Due,EDO6342,2024-09-12
Sipho,Kebede,+233107597411,Ghana,Amity Noida,Active,Unknown,USD,2000.0,1376.0,624.0,Payment Due,EDO7689,2026-03-18
Lebo,Mbewe,+255211537480,Tanzania,Upes,Active,Priya,USD,750.0,87.5125,662.4875,Payment Due,EDO5394,2026-09-02
Olumide,Mensah,+256911537959,Uganda,Sharda University,Active,Not Found,USD,3000.0,373.0,2627.0,Payment Due,EDO4615,2026-08-03
Linet,Phiri,,Kenya,Lpu,Enrolled,Akshay,USD,3000.0,728.0,2272.0,Payment Due,EDO8612,2024-05-30
Kariuki,Cele,+27999333898,South Africa,Srm Chennai,Inactive,Priya,USD,562.5,475.475,87.02499999999998,Payment Due,EDO8789,2024-10-28
Aisha,Ndlovu,+250178414587,Rwanda,Lpu,Deferred,Not Found,USD,750.0,490.0,260.0,Payment Due,EDO2645,2024-07-23
Tunde,Ampofo,,Uganda,Lpu,Pending,Priya,USD,937.5,362.025,575.475,Payment Due,EDO2220,2026-03-22
Kofi,Boateng,+27119191508,South Africa,Sharda University,Pending,Akshay,USD,1500.0,272.0,1228.0,Payment Due,EDO9153,2026-03-11
Sipho,Okeke,+255272442317,Tanzania,Chitkara University,Inactive,Mayank,USD,3000.0,2292.0,708.0,Payment Due,EDO6794,2026-08-01
Amara,Achieng,+250588357628,Rwanda,Sharda University,Pending,Unknown,USD,1500.0,427.0,1073.0,Payment Due,EDO8412,2026-05-20
Wanjiru,Girma,+254417649069,Kenya,Srm University,Dropped,Mayank,USD,750.0,0.0,750.0,Payment Due,EDO5289,2025-03-19
Grace,Barry,,South Africa,,Inactive,Abdul,USD,562.5,40.0875,522.4125,Payment Due,EDO5978,2025-08-18
Kofi,Adjei,796400142,Zambia,,On Hold,Not Assigned,USD,1500.0,0.0,1500.0,Payment Due,EDO9243,2024-12-23
Ruth,Tadesse,+233742256828,Ghana,Srm Chennai,Deferred,Priya,USD,937.5,0.0,937.5,Payment Due,EDO3438,2025-09-08
Kofi,Mabaso,+255653238979,Tanzania,,Enrolled,Akshay,USD,3000.0,3000.0,0.0,No Payment Due,EDO2370,2024-08-31
Grace,,+27563899277,South Africa,Bennett University,In Progress,Mayank,USD,562.5,31.3,531.2,Payment Due,EDO4772,2026-06-21
Halima,Fall,+237941945442,Cameroon,Upes,Active,Unknown,USD,1500.0,74.0,1426.0,Payment Due,EDO6570,2024-02-20
Fatima,Annan,,Zimbabwe,Manipal University,In Progress,Mayank,USD,2000.0,575.0,1425.0,Payment Due,EDO5911,2026-09-18
Yemi,Mensah,672028421,Nigeria,,Enrolled,Priya,USD,2500.0,540.0,1960.0,Payment Due,EDO2312,2026-12-06
Amara,Mutua,+233527152663,Ghana,Manipal University,Active,Unknown,USD,2500.0,2500.0,0.0,No Payment Due,EDO1208,2024-07-31
Ruth,Wanjiru,+27791257,Cameroon,Srm University,Inactive,Mayank,USD,1500.0,281.0,1219.0,Payment Due,EDO2813,2024-03-12
Zara,Okafor,+251200529357,Ethiopia,Vit University,Pending,Akshay,USD,937.5,937.5,0.0,No Payment Due,EDO4166,2025-10-17
Hope,Cele,,Malawi,Bennett University,Deferred,Abdul,USD,2000.0,473.0,1527.0,Payment Due,EDO5694,2026-05-01
Halima,Uche,+267334382421,Botswana,Lpu,Waitlisted,Priya,USD,1500.0,217.0,1283.0,Payment Due,EDO7396,2024-03-31
Yusuf,Mwangi,+263799951013,Zimbabwe,Amity University,On Hold,Abdul,USD,1500.0,335.0,1165.0,Payment Due,EDO1070,2025-01-29
Rutendo,Alemu,+27514299380,South Africa,Upes,Waitlisted,Abdul,USD,1500.0,262.0,1238.0,Payment Due,EDO3205,2025-01-11
Hassan,Adeyemi,+234069559291,Nigeria,Bennett University,Waitlisted,Mayank,USD,3000.0,3000.0,0.0,No Payment Due,EDO8140,2024-07-03
Nia,Phiri,+27942146185,South Africa,Chitkara University,Enrolled,Manan,USD,1500.0,0.0,1500.0,Payment Due,EDO3750,2026-06-07
Kemi,Kapinga,+233768645159,Ghana,Vit University,Dropped,Vivek,USD,2500.0,107.0,2393.0,Payment Due,EDO9961,2026-03-30
Tunde,Kariuki,+27912697246,South Africa,Sharda University,Active,Not Assigned,USD,2500.0,2500.0,0.0,No Payment Due,EDO5045,2024-11-16
Abraham,Mwale,+256940496429,Uganda,Upes,Active,Vivek,USD,1500.0,0.0,1500.0,Payment Due,EDO5626,2026-03-10
Omar,Kariuki,,Malawi,Sharda University,Enrolled,Abdul,USD,2500.0,2500.0,0.0,No Payment Due,EDO1980,2024-04-15
Thabo,Adeyemi,+254200960588,Kenya,Amity University,Waitlisted,Priya,USD,2500.0,2500.0,0.0,No Payment Due,EDO2448,2025-04-02
Esther,Zulu,+234890348924,Nigeria,Manipal University,Enrolled,Manan,USD,2000.0,1480.0,520.0,Payment Due,EDO4123,2026-07-10
Ade,,+254397168073,Kenya,Srm Chennai,Enrolled,Mayank,USD,1500.0,1500.0,0.0,No Payment Due,EDO3930,2024-07-25
Sipho,Abebe,+233890194409,Ghana,Bennett University,Pending,Unknown,USD,750.0,238.0,512.0,Payment Due,EDO9700,2026-01-23
Ibrahim,Dike,+250661916113,Rwanda,Vit University,In Progress,Vivek,USD,2500.0,1858.0,642.0,Payment Due,EDO4254,2026-07-31
Ebuka,Tadesse,+264530465068,Namibia,,Waitlisted,Vivek,USD,3000.0,3000.0,0.0,No Payment Due,EDO2283,2026-12-24
Aminata,Alemu,+265894996637,Malawi,Lpu,Active,Abdul,USD,3000.0,3000.0,0.0,No Payment Due,EDO2290,2026-07-17
Sade,Obi,,Kenya,Amity Noida,In Progress,Not Found,USD,562.5,281.525,280.975,Payment Due,EDO8071,2024-09-24
Grace,Kamau,+267806948755,Botswana,Srm University,Pending,Akshay,USD,937.5,630.85,306.65,Payment Due,EDO9145,2025-06-29
Ade,,+27689086098,South Africa,Lovely Professional University,Inactive,Priya,USD,1000.0,144.0,856.0,Payment Due,EDO9998,2025-10-07
Joy,Boateng,,Kenya,Amity Noida,Dropped,Manan,USD,2500.0,1872.0,628.0,Payment Due,EDO1484,2025-01-06
Kariuki,Kamau,+234454048045,Nigeria,Amity University,Dropped,Akshay,USD,1500.0,610.0,890.0,Payment Due,EDO5656,2024-03-07
Wanjiru,Wanjiru,,Malawi,Upes,Inactive,Manan,USD,937.5,733.5,204.0,Payment Due,EDO4881,2025-03-26
Olumide,Adeyemi,619522860,Cameroon,Lpu,Enrolled,Unknown,USD,3000.0,768.0,2232.0,Payment Due,EDO1268,2025-04-17
Isaac,Toure,+255002786897,Tanzania,Chitkara University,Active,Vivek,USD,937.5,937.5,0.0,No Payment Due,EDO2394,2024-04-14
Kwame,Owino,,Namibia,Sharda University,Inactive,Abdul,USD,750.0,149.9375,600.0625,Payment Due,EDO4856,2024-07-28
Moses,Obi,330463716,Ethiopia,Amity University,In Progress,Manan,USD,3000.0,710.0,2290.0,Payment Due,EDO5763,2026-10-05
Njoroge,Camara,+251262783109,Ethiopia,Vit University,On Hold,Manan,USD,2500.0,713.0,1787.0,Payment Due,EDO1575,2025-04-27
Grace,,+234063417264,Nigeria,Vit University,In Progress,Manan,USD,562.5,206.625,355.875,Payment Due,EDO3035,2025-01-26
Linet,Omondi,+251541109578,Ethiopia,Srm University,Applied,Priya,USD,2000.0,2000.0,0.0,No Payment Due,EDO5839,2025-11-18
Binta,Mabaso,+267100685726,Botswana,Lpu,Inactive,Not Assigned,USD,2000.0,253.0,1747.0,Payment Due,EDO4009,2026-05-25
Ngozi,Sithole,+27131478170,South Africa,Vit University,Applied,Mayank,USD,1000.0,525.0,475.0,Payment Due,EDO4098,2025-07-15
Femi,Ndlovu,+255277136609,Tanzania,Amity University,Dropped,Akshay,USD,2000.0,1401.0,599.0,Payment Due,EDO9284,2024-03-24
Ngozi,Bekele,+260313554271,Zambia,Bennett University,Enrolled,Abdul,USD,3000.0,1484.0,1516.0,Payment Due,EDO7136,2025-12-09
Victor,,,Malawi,Lpu,Dropped,Manan,USD,2500.0,385.0,2115.0,Payment Due,EDO4288,2026-09-25
Wanjiru,Cele,+251571087315,Ethiopia,Srm University,Enrolled,Abdul,USD,1000.0,105.0,895.0,Payment Due,EDO3728,2025-08-09
Mutua,Mutua,125660354,South Africa,Amity University,Inactive,Vivek,USD,1000.0,1000.0,0.0,No Payment Due,EDO5177,2026-04-12
Faith,Nwachukwu,+250095970997,Rwanda,Bennett University,Active,Not Assigned,USD,562.5,24.7125,537.7875,Payment Due,EDO1781,2024-03-10
Solomon,,+234646031052,Nigeria,Upes,Pending,Mayank,USD,937.5,0.0,937.5,Payment Due,EDO2820,2025-03-10
Daniel,Kariuki,723074816,Cameroon,Srm Chennai,Pending,Manan,USD,750.0,750.0,0.0,No Payment Due,EDO6528,2024-05-04
Faith,,,Zimbabwe,Manipal University,On Hold,Priya,USD,2000.0,0.0,2000.0,Payment Due,EDO5207,2026-04-22
Chidi,Wanjiru,+250379408433,Rwanda,Lpu,In Progress,Priya,USD,562.5,562.5,0.0,No Payment Due,EDO3749,2026-06-13
Olumide,Bello,571617495,Ghana,Vit University,Pending,Mayank,USD,1500.0,1500.0,0.0,No Payment Due,EDO1907,2025-04-06
Solomon,Uche,93412114,Ghana,Sharda University,Pending,Vivek,USD,2500.0,2500.0,0.0,No Payment Due,EDO9441,2024-11-30
Peace,Alemu,+254229152379,Kenya,Sharda University,Enrolled,Abdul,USD,937.5,0.0,937.5,Payment Due,EDO9754,2024-06-24
Mwangi,Mabaso,,Ghana,Vit University,Waitlisted,Unknown,USD,2500.0,2500.0,0.0,No Payment Due,EDO3644,2024-04-05
Grace,Ampofo,855469044,Cameroon,,Pending,Priya,USD,1500.0,178.0,1322.0,Payment Due,EDO1276,2026-11-21
Thabo,Fall,+264006141787,Namibia,Bennett University,Enrolled,Mayank,USD,750.0,750.0,0.0,No Payment Due,EDO1533,2025-12-04
Adaeze,Asante,+264337344324,Namibia,Vit University,Inactive,Manan,USD,937.5,157.8625,779.6375,Payment Due,EDO2466,2025-05-28
Yusuf,Dike,+255740632128,Tanzania,Upes,Pending,Manan,USD,562.5,562.5,0.0,No Payment Due,EDO7299,2025-07-19
Wanjiru,Mthembu,+254880607529,Kenya,Amity Noida,On Hold,Abdul,USD,562.5,458.1625,104.33749999999998,Payment Due,EDO1914,2025-06-30
Yemi,Mumba,988872251,Tanzania,Amity Noida,Enrolled,Priya,USD,2000.0,1686.0,314.0,Payment Due,EDO3494,2026-03-18
Kamau,,+256160004740,Uganda,Bennett University,Dropped,Vivek,USD,562.5,60.4375,502.0625,Payment Due,EDO5070,2024-07-23
Peace,Fall,+267661730951,Botswana,Chitkara University,Deferred,Abdul,USD,750.0,750.0,0.0,No Payment Due,EDO3551,2025-04-11
Musa,Kapinga,,Tanzania,Lpu,On Hold,Abdul,USD,937.5,0.0,937.5,Payment Due,EDO3743,2025-02-14
Aisha,Camara,+263303870989,Zimbabwe,Srm Chennai,Pending,Mayank,USD,750.0,0.0,750.0,Payment Due,EDO9496,2026-12-17
Abena,,256035867626,Uganda,Bennett University,Applied,Not Found,USD,3000.0,169.0,2831.0,Payment Due,EDO3401,2026-12-24
Aisha,Kapinga,,Nigeria,Chitkara University,Enrolled,Vivek,USD,750.0,0.0,750.0,Payment Due,EDO3192,2025-09-04
Ruth,Fall,+260068949808,Zambia,Amity University,Active,Unknown,USD,2500.0,1621.0,879.0,Payment Due,EDO2336,2024-10-26
Njoroge,Mumba,+237751087693,Cameroon,Bennett University,Dropped,Priya,USD,2500.0,2500.0,0.0,No Payment Due,EDO8258,2024-05-27
Moses,Boateng,+267767881088,Botswana,,In Progress,Mayank,USD,2000.0,2000.0,0.0,No Payment Due,EDO2012,2024-02-20
Isaac,Otieno,+27531967259,South Africa,Amity University,Waitlisted,Not Assigned,USD,937.5,937.5,0.0,No Payment Due,EDO5855,2026-06-14
Omondi,Owusu,+267142942991,Botswana,Lpu,Enrolled,Abdul,USD,750.0,332.1,417.9,Payment Due,EDO6821,2025-09-14
Isaac,,,Zambia,Amity University,Dropped,Vivek,USD,562.5,562.5,0.0,No Payment Due,EDO3686,2026-07-21
Halima,Kariuki,509788497,Zimbabwe,Bennett University,Active,Mayank,USD,562.5,58.1625,504.3375,Payment Due,EDO7058,2024-11-29
Zanele,Nkosi,,Tanzania,Lovely Professional University,Active,Unknown,USD,750.0,533.0,217.0,Payment Due,EDO9219,2026-09-18
Kemi,Mabaso,+234840175592,Nigeria,Manipal University,Dropped,Akshay,USD,1000.0,0.0,1000.0,Payment Due,EDO2322,2024-08-18
Lebo,Mwangi,237258390921,Cameroon,Bennett University,Dropped,Manan,USD,937.5,164.3375,773.1625,Payment Due,EDO2186,2025-06-14
Emeka,,+264383230862,Namibia,Upes,On Hold,Priya,USD,1500.0,416.0,1084.0,Payment Due,EDO9747,2026-02-15
Mutua,Nwachukwu,+27130240669,South Africa,Upes,Enrolled,Akshay,USD,1000.0,0.0,1000.0,Payment Due,EDO5291,2025-09-30
Samuel,Mabaso,,Cameroon,Amity University,Pending,Akshay,USD,1500.0,1232.0,268.0,Payment Due,EDO7133,2026-04-08
Tendai,Okeke,,Tanzania,Lovely Professional University,Applied,Akshay,USD,2500.0,2500.0,0.0,No Payment Due,EDO3741,2025-05-14
Tunde,Kariuki,+264531019516,Namibia,Amity University,On Hold,Vivek,USD,562.5,110.275,452.225,Payment Due,EDO4769,2025-04-02
Esther,Omondi,+264943438240,Namibia,Srm University,Applied,Akshay,USD,2500.0,0.0,2500.0,Payment Due,EDO4000,2025-11-14
Ngozi,Kebede,+255556564622,Tanzania,Chitkara University,Inactive,Manan,USD,2500.0,733.0,1767.0,Payment Due,EDO5133,2026-06-08
Aminata,,,Cameroon,Vit University,Waitlisted,Abdul,USD,1500.0,281.0,1219.0,Payment Due,EDO2329,2024-05-31
Chisom,Zulu,818907082,Malawi,Lovely Professional University,Inactive,Priya,USD,1500.0,0.0,1500.0,Payment Due,EDO8886,2026-02-09
Rutendo,Diallo,,Kenya,,Active,Priya,USD,562.5,96.2125,466.2875,Payment Due,EDO5285,2024-10-24
Zara,Khumalo,+234532869190,Nigeria,Manipal University,Enrolled,Priya,USD,562.5,277.0875,285.4125,Payment Due,EDO2086,2025-09-01
Otieno,Mutua,+234958999624,Nigeria,Lovely Professional University,Dropped,Manan,USD,1000.0,0.0,1000.0,Payment Due,EDO6037,2025-01-17
Ruth,Girma,+267249350213,Botswana,Srm Chennai,Dropped,Manan,USD,562.5,562.5,0.0,No Payment Due,EDO2539,2025-11-02
Blessing,Asante,,South Africa,Lpu,Deferred,Mayank,USD,750.0,0.0,750.0,Payment Due,EDO5786,2024-11-23
Peace,Barry,+263665657183,Zimbabwe,Vit University,Active,Akshay,USD,1000.0,749.0,251.0,Payment Due,EDO1073,2026-04-28
Kariuki,Owino,+260448218128,Zambia,Sharda University,Pending,Vivek,USD,562.5,113.325,449.175,Payment Due,EDO9136,2025-03-07
Femi,Owino,+237743200138,Cameroon,Amity Noida,Pending,Vivek,USD,2000.0,141.0,1859.0,Payment Due,EDO9068,2025-11-27
Tunde,Okafor,630663407,Malawi,Bennett University,In Progress,Vivek,USD,1000.0,1000.0,0.0,No Payment Due,EDO4639,2024-04-25
Daniel,Balde,999766023,Namibia,,Inactive,Abdul,USD,3000.0,273.0,2727.0,Payment Due,EDO2722,2025-08-09
Yemi,Otieno,+265798535061,Malawi,,Pending,Not Found,USD,750.0,173.0,577.0,Payment Due,EDO2435,2025-01-30
Rutendo,Kapinga,+250758671122,Rwanda,Sharda University,Enrolled,Priya,USD,1000.0,61.0,939.0,Payment Due,EDO3312,2026-10-06
Omondi,Boateng,+260161616606,Zambia,Srm Chennai,In Progress,Vivek,USD,750.0,319.0,431.0,Payment Due,EDO5413,2024-05-09
Esther,Toure,,Malawi,Lpu,Inactive,Vivek,USD,1000.0,49.0,951.0,Payment Due,EDO9775,2025-03-08
Mwangi,Phiri,,Malawi,Srm Chennai,Enrolled,Priya,USD,750.0,750.0,0.0,No Payment Due,EDO7314,2024-07-22
Ruth,Uche,+255484181009,Tanzania,,Waitlisted,Priya,USD,937.5,0.0,937.5,Payment Due,EDO5224,2024-01-02
Victor,Khumalo,,Ethiopia,Sharda University,In Progress,Akshay,USD,1500.0,333.0,1167.0,Payment Due,EDO1626,2026-08-13
Binta,Ampofo,+27464301998,South Africa,Amity University,Waitlisted,Mayank,USD,1000.0,0.0,1000.0,Payment Due,EDO8119,2025-06-27
Ngozi,Barry,,Uganda,Upes,Active,Mayank,USD,2500.0,2500.0,0.0,No Payment Due,EDO2145,2026-04-23
Daniel,Nwosu,,South Africa,Manipal University,In Progress,Manan,USD,1000.0,1000.0,0.0,No Payment Due,EDO2826,2025-08-09
Kariuki,Obi,,Ghana,Amity University,Enrolled,Unknown,USD,2000.0,372.0,1628.0,Payment Due,EDO2589,2024-09-24
Kwame,Barry,+251473604032,Ethiopia,Manipal University,Active,Abdul,USD,2000.0,2000.0,0.0,No Payment Due,EDO1337,2026-08-21
Wanjiru,Barry,+264666244947,Namibia,Amity Noida,Dropped,Manan,USD,750.0,750.0,0.0,No Payment Due,EDO7335,2024-03-08
Amara,,153035731,Tanzania,Lpu,On Hold,Mayank,USD,3000.0,3000.0,0.0,No Payment Due,EDO7111,2024-11-05
Amara,Kebede,462429956,Malawi,Srm Chennai,Enrolled,Mayank,USD,1000.0,286.0,714.0,Payment Due,EDO1638,2026-11-10
Ibrahim,Mthembu,+233321076854,Ghana,Lpu,Pending,Mayank,USD,562.5,562.5,0.0,No Payment Due,EDO2213,2024-10-22
Amira,Dlamini,+263136144543,Zimbabwe,Amity Noida,Enrolled,Akshay,USD,3000.0,0.0,3000.0,Payment Due,EDO8982,2026-05-21
Sade,Owusu,+251067367908,Ethiopia,Srm Chennai,In Progress,Vivek,USD,2000.0,2000.0,0.0,No Payment Due,EDO7408,2024-12-29
Ruth,Khumalo,,Rwanda,Amity University,Active,Vivek,USD,2500.0,1469.0,1031.0,Payment Due,EDO2869,2024-12-22
Linet,,+267678033525,Botswana,Vit University,Enrolled,Akshay,USD,750.0,540.275,209.72500000000002,Payment Due,EDO4550,2026-10-20
Emmanuel,Owino,+255378798620,Tanzania,Lovely Professional University,Applied,Vivek,USD,562.5,562.5,0.0,No Payment Due,EDO8127,2024-06-26
Moses,Adeyemi,+233999654423,Ghana,Manipal University,Inactive,Abdul,USD,937.5,422.5125,514.9875,Payment Due,EDO1290,2026-12-07
Ibrahim,Mokoena,788246680,Tanzania,,Pending,Abdul,USD,937.5,937.5,0.0,No Payment Due,EDO4242,2025-04-09
Blessing,Eze,+234374152778,Nigeria,Amity University,Waitlisted,Priya,USD,3000.0,953.0,2047.0,Payment Due,EDO8570,2025-08-02
Halima,Girma,+256656765099,Uganda,Bennett University,Enrolled,Abdul,USD,1000.0,1000.0,0.0,No Payment Due,EDO4483,2025-02-02
Omar,Mumba,+254453194190,Kenya,Amity Noida,Active,Priya,USD,1000.0,384.0,616.0,Payment Due,EDO2128,2025-07-10
Abraham,Kamau,+263047963886,Zimbabwe,Sharda University,Dropped,Abdul,USD,1000.0,0.0,1000.0,Payment Due,EDO8338,2026-07-16
Olumide,Kariuki,,Ethiopia,Upes,On Hold,Priya,USD,1000.0,233.0,767.0,Payment Due,EDO6164,2026-03-12
Moses,Adeyemi,+265438683518,Malawi,Sharda University,Pending,Mayank,USD,2000.0,0.0,2000.0,Payment Due,EDO5409,2025-12-18
Solomon,Balde,,Rwanda,,Applied,Vivek,USD,2000.0,2000.0,0.0,No Payment Due,EDO5922,2024-02-12
Emmanuel,Mabaso,+267030879111,Botswana,Sharda University,On Hold,Vivek,USD,1500.0,415.0,1085.0,Payment Due,EDO7640,2024-02-18
Halima,Adeyemi,786665395,Ghana,Srm Chennai,Dropped,Not Found,USD,2500.0,2500.0,0.0,No Payment Due,EDO2747,2026-05-23
Wanjiru,Mumba,+260194155125,Zambia,Lovely Professional University,Active,Not Found,USD,750.0,484.0,266.0,Payment Due,EDO9163,2024-02-20
Fatima,Mumba,+260084663827,Zambia,Bennett University,In Progress,Vivek,USD,750.0,410.0,340.0,Payment Due,EDO8534,2025-10-31
Faith,Ndiaye,,Kenya,Chitkara University,Enrolled,Priya,USD,750.0,750.0,0.0,No Payment Due,EDO1729,2026-05-20
Musa,Kariuki,,Malawi,Srm University,Deferred,Akshay,USD,2000.0,0.0,2000.0,Payment Due,EDO3311,2025-09-18
Yusuf,Gyasi,+255519831847,Tanzania,Amity Noida,Pending,Mayank,USD,750.0,208.0,542.0,Payment Due,EDO7797,2024-09-06
Sade,Gyasi,94938776,Botswana,Srm University,Applied,Priya,USD,562.5,0.0,562.5,Payment Due,EDO3469,2026-01-07
Joy,Diop,+250164809676,Rwanda,Lpu,Enrolled,Abdul,USD,2500.0,1013.0,1487.0,Payment Due,EDO4517,2024-04-14
Thabo,Camara,,Cameroon,Vit University,Waitlisted,Priya,USD,2000.0,2000.0,0.0,No Payment Due,EDO7243,2024-04-22
Abena,Obi,,Kenya,Upes,Deferred,Abdul,USD,750.0,750.0,0.0,No Payment Due,EDO5626,2024-03-17
Kofi,Mwale,+251783928197,Ethiopia,Upes,On Hold,Abdul,USD,2500.0,0.0,2500.0,Payment Due,EDO6189,2026-07-24
Mwangi,Balde,+263199810426,Zimbabwe,Bennett University,Pending,Vivek,USD,2000.0,2000.0,0.0,No Payment Due,EDO7375,2025-05-01
Ngozi,Otieno,+254478879050,Kenya,Upes,Inactive,Akshay,USD,562.5,98.6125,463.8875,Payment Due,EDO7897,2026-08-27
Blessing,Nwachukwu,+254360026927,Kenya,Vit University,Active,Vivek,USD,2500.0,1402.0,1098.0,Payment Due,EDO4715,2025-09-21
Samuel,Otieno,+27449847057,South Africa,,Active,Mayank,USD,1500.0,0.0,1500.0,Payment Due,EDO8601,2025-11-17
Mwangi,Okeke,51860403,Namibia,Manipal University,Active,Akshay,USD,2000.0,1369.0,631.0,Payment Due,EDO9710,2025-10-20
Ngozi,Bello,+237336950228,Cameroon,Upes,Enrolled,Manan,USD,3000.0,1820.0,1180.0,Payment Due,EDO2438,2024-06-05
Peace,Toure,,Cameroon,Manipal University,On Hold,Vivek,USD,750.0,0.0,750.0,Payment Due,EDO1375,2025-03-29
Lebo,Dike,+254068743133,Kenya,Amity University,Deferred,Vivek,USD,562.5,562.5,0.0,No Payment Due,EDO3242,2024-02-16
Ibrahim,Tesfaye,,Botswana,,Active,Priya,USD,750.0,750.0,0.0,No Payment Due,EDO3832,2025-02-25
Emmanuel,Mumba,237969195366,Cameroon,Amity University,Pending,Manan,USD,750.0,750.0,0.0,No Payment Due,EDO9096,2025-09-01
Chisom,Owino,+251111383,Kenya,Lpu,Enrolled,Not Found,USD,750.0,750.0,0.0,No Payment Due,EDO1926,2024-06-04
Musa,Diop,,Uganda,Vit University,On Hold,Akshay,USD,2500.0,369.0,2131.0,Payment Due,EDO6409,2024-06-07
Aminata,Mumba,+264594135065,Namibia,,Pending,Mayank,USD,937.5,0.0,937.5,Payment Due,EDO7112,2026-02-11
Adaeze,Appiah,+254393073281,Kenya,Lpu,Dropped,Manan,USD,1000.0,1000.0,0.0,No Payment Due,EDO2418,2026-09-08
Grace,Fall,146914991,Uganda,Bennett University,Dropped,Akshay,USD,1000.0,1000.0,0.0,No Payment Due,EDO8448,2025-09-04
Mwangi,Okeke,+27908354312,South Africa,Srm University,Active,Akshay,USD,1000.0,1000.0,0.0,No Payment Due,EDO2715,2025-08-21
Omondi,Asante,464364572,Ethiopia,Lovely Professional University,Deferred,Vivek,USD,1000.0,1000.0,0.0,No Payment Due,EDO1659,2025-09-08
Musa,Ndlovu,220975348,Zimbabwe,Sharda University,Enrolled,Priya,USD,750.0,750.0,0.0,No Payment Due,EDO3145,2024-04-26
